experience_id,experience_name,district,place_id,segment_id,scenario,time_of_day,weather,available_minutes,activity_intensity,description,experience_tip,mood_tags,review_status
"exp_gwanak_264","모래내어린이공원에서 짧은 산책","관악","pt_gwanak_264","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","모래내어린이공원에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_265","일선어린이공원에서 짧은 산책","관악","pt_gwanak_265","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","일선어린이공원에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_267","덕수공원에서 짧은 산책","관악","pt_gwanak_267","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","덕수공원에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_268","청림어울림마당에서 짧은 산책","관악","pt_gwanak_268","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","청림어울림마당에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_270","봉림교가로녹지에서 짧은 산책","관악","pt_gwanak_270","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","봉림교가로녹지에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_273","청룡동마을마당에서 짧은 산책","관악","pt_gwanak_273","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","청룡동마을마당에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_285","꿈의광장에서 짧은 산책","관악","pt_gwanak_285","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","꿈의광장에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_289","관악산둘레길-관악구구간에서 자연 걷기","관악","pt_gwanak_289","","생각을 비우며 천천히 걷고 싶을 때","MORNING","CLEAR","50","LOW","관악산둘레길-관악구구간에서 자연을 따라 천천히 걸으며 머리를 식히는 경험","해 지기 전 동선을 정하고, 기상·통제 구간을 확인하세요.","#자연선호 #기분전환 #걷기 #주말오전 #스트레스완화","DRAFT"
"exp_gwanak_293","관악산으뜸공원에서 자연 걷기","관악","pt_gwanak_293","","생각을 비우며 천천히 걷고 싶을 때","MORNING","CLEAR","50","LOW","관악산으뜸공원에서 자연을 따라 천천히 걸으며 머리를 식히는 경험","해 지기 전 동선을 정하고, 기상·통제 구간을 확인하세요.","#자연선호 #기분전환 #걷기 #주말오전 #스트레스완화","DRAFT"
"exp_gwanak_297","태양어린이공원에서 짧은 산책","관악","pt_gwanak_297","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","태양어린이공원에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_298","관악산샘말공원에서 자연 걷기","관악","pt_gwanak_298","","생각을 비우며 천천히 걷고 싶을 때","MORNING","CLEAR","50","LOW","관악산샘말공원에서 자연을 따라 천천히 걸으며 머리를 식히는 경험","해 지기 전 동선을 정하고, 기상·통제 구간을 확인하세요.","#자연선호 #기분전환 #걷기 #주말오전 #스트레스완화","DRAFT"
"exp_gwanak_310","하이트광장에서 짧은 산책","관악","pt_gwanak_310","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","하이트광장에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_314","관악산둘레길에서 자연 걷기","관악","pt_gwanak_314","","생각을 비우며 천천히 걷고 싶을 때","MORNING","CLEAR","50","LOW","관악산둘레길에서 자연을 따라 천천히 걸으며 머리를 식히는 경험","해 지기 전 동선을 정하고, 기상·통제 구간을 확인하세요.","#자연선호 #기분전환 #걷기 #주말오전 #스트레스완화","DRAFT"
"exp_gwanak_326","낙성대공원텃밭에서 짧은 산책","관악","pt_gwanak_326","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","낙성대공원텃밭에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_330","까치산근린공원에서 자연 걷기","관악","pt_gwanak_330","","생각을 비우며 천천히 걷고 싶을 때","MORNING","CLEAR","50","LOW","까치산근린공원에서 자연을 따라 천천히 걸으며 머리를 식히는 경험","해 지기 전 동선을 정하고, 기상·통제 구간을 확인하세요.","#자연선호 #기분전환 #걷기 #주말오전 #스트레스완화","DRAFT"
"exp_gwanak_331","인헌자락공원에서 짧은 산책","관악","pt_gwanak_331","","가까운 곳에서 잠깐 바람을 쐬고 싶을 때","EVENING","CLEAR","25","LOW","인헌자락공원에서 짧게 걷고 앉아 숨을 고르는 경험","조명과 휴식 공간이 있는 짧은 동선을 먼저 확인하세요.","#자연선호 #짧은휴식 #걷기 #기분전환 #퇴근후","DRAFT"
"exp_gwanak_345","우리요가바레에서 가벼운 운동","관악","pt_gwanak_345","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","우리요가바레에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_346","이브필라테스 자이로토닉 서울대입구점에서 가벼운 운동","관악","pt_gwanak_346","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","이브필라테스 자이로토닉 서울대입구점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_347","올바로필라테스 봉천점에서 가벼운 운동","관악","pt_gwanak_347","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","올바로필라테스 봉천점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_349","요가원더랜드 낙성대에서 가벼운 운동","관악","pt_gwanak_349","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","요가원더랜드 낙성대에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_351","요가안에서 가벼운 운동","관악","pt_gwanak_351","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","요가안에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_352","까치산체육센터에서 가벼운 운동","관악","pt_gwanak_352","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","까치산체육센터에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_353","강감찬관악체육센터에서 가벼운 운동","관악","pt_gwanak_353","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","강감찬관악체육센터에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_358","맨몸운동PT에서 가벼운 운동","관악","pt_gwanak_358","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","맨몸운동PT에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_359","탁구카페에서 가벼운 운동","관악","pt_gwanak_359","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","탁구카페에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_361","좋아요탁구클럽 봉천점에서 가벼운 운동","관악","pt_gwanak_361","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","좋아요탁구클럽 봉천점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_362","행운탁구클럽에서 가벼운 운동","관악","pt_gwanak_362","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","행운탁구클럽에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_366","청룡산체육관에서 가벼운 운동","관악","pt_gwanak_366","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","청룡산체육관에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_368","관악축구센터에서 가벼운 운동","관악","pt_gwanak_368","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","관악축구센터에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_372","관악구체육회에서 가벼운 운동","관악","pt_gwanak_372","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","관악구체육회에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_373","짐슐레서울대센터에서 가벼운 운동","관악","pt_gwanak_373","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","짐슐레서울대센터에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_377","업프로짐 구로디지털점에서 가벼운 운동","관악","pt_gwanak_377","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","업프로짐 구로디지털점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_378","힐링본 요가 필라테스에서 가벼운 운동","관악","pt_gwanak_378","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","힐링본 요가 필라테스에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_382","요가룩스 신림점에서 가벼운 운동","관악","pt_gwanak_382","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","요가룩스 신림점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_383","더플로우 요가 신림에서 가벼운 운동","관악","pt_gwanak_383","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","더플로우 요가 신림에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_384","새별요가에서 가벼운 운동","관악","pt_gwanak_384","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","새별요가에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_385","미플라잉요가앤필라테스 신림점에서 가벼운 운동","관악","pt_gwanak_385","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","미플라잉요가앤필라테스 신림점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_387","신림체육센터수영장에서 가벼운 운동","관악","pt_gwanak_387","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","신림체육센터수영장에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_390","키킥피트니스에서 가벼운 운동","관악","pt_gwanak_390","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","키킥피트니스에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_391","관악제2구민운동장에서 가벼운 운동","관악","pt_gwanak_391","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","관악제2구민운동장에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_392","조짐 MMA 신대방점에서 가벼운 운동","관악","pt_gwanak_392","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","조짐 MMA 신대방점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_393","짱탁구장 신림점에서 가벼운 운동","관악","pt_gwanak_393","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","짱탁구장 신림점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_395","관악탁구클럽에서 가벼운 운동","관악","pt_gwanak_395","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","관악탁구클럽에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_397","오병만탁구클럽에서 가벼운 운동","관악","pt_gwanak_397","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","오병만탁구클럽에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_399","넘버원수영이야기에서 가벼운 운동","관악","pt_gwanak_399","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","넘버원수영이야기에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_402","미성체육관에서 가벼운 운동","관악","pt_gwanak_402","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","미성체육관에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_403","장군봉체육관에서 가벼운 운동","관악","pt_gwanak_403","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","장군봉체육관에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_404","선우체육관에서 가벼운 운동","관악","pt_gwanak_404","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","선우체육관에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_405","힐스테이트뉴포레배드민턴장에서 가벼운 운동","관악","pt_gwanak_405","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","힐스테이트뉴포레배드민턴장에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_414","비바르 발레&amp;필라테스에서 가벼운 운동","관악","pt_gwanak_414","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","비바르 발레&amp;필라테스에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_415","위니드 필라테스에서 가벼운 운동","관악","pt_gwanak_415","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","위니드 필라테스에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_416","포레스트 필라테스 남현점에서 가벼운 운동","관악","pt_gwanak_416","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","포레스트 필라테스 남현점에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_418","대한전문의학필라테스교육원에서 가벼운 운동","관악","pt_gwanak_418","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","대한전문의학필라테스교육원에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_gwanak_420","연주요가에서 가벼운 운동","관악","pt_gwanak_420","","퇴근 후 가볍게 몸을 움직이고 싶을 때","EVENING","ANY","50","MEDIUM","연주요가에서 내 컨디션에 맞춰 가볍게 운동을 시작하는 경험","첫 방문 전 수업·시설 이용 방식과 예약 필요 여부를 확인하세요.","#초보운동 #가벼운운동 #스트레스완화 #퇴근후 #자기관리시작","DRAFT"
"exp_jongno_119","엘 샌드위치 종로점에서 가벼운 한 끼","종로","pt_jongno_119","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","엘 샌드위치 종로점에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_121","샐러드하우스에서 가벼운 한 끼","종로","pt_jongno_121","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","샐러드하우스에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_122","스윗샐러드에서 가벼운 한 끼","종로","pt_jongno_122","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","스윗샐러드에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_138","올라포케 광화문점에서 가벼운 한 끼","종로","pt_jongno_138","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","올라포케 광화문점에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_140","언더랩 샐러드&amp;포케에서 가벼운 한 끼","종로","pt_jongno_140","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","언더랩 샐러드&amp;포케에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_141","포케로로 경희궁의아침점에서 가벼운 한 끼","종로","pt_jongno_141","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","포케로로 경희궁의아침점에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_143","온히어 온샐러드앤포케 광화문점에서 가벼운 한 끼","종로","pt_jongno_143","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","온히어 온샐러드앤포케 광화문점에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_150","샐러드로우앤트라타 광화문점에서 가벼운 한 끼","종로","pt_jongno_150","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","샐러드로우앤트라타 광화문점에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_162","훅트포케 광화문점에서 가벼운 한 끼","종로","pt_jongno_162","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","훅트포케 광화문점에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_164","클럽아사이보라에서 가벼운 한 끼","종로","pt_jongno_164","","점심에 가볍게 식단을 챙기고 싶을 때","AFTERNOON","ANY","30","LOW","클럽아사이보라에서 부담 없는 한 끼로 식사 리듬을 정돈하는 경험","알레르기와 재료 선택, 당일 영업 여부를 주문 전에 확인하세요.","#식단관리 #혼밥선호 #짧은시간 #가벼운식사 #점심","DRAFT"
"exp_jongno_185","콤포타블 커피 궁정동점에서 잠깐 쉬기","종로","pt_jongno_185","","혼자 잠깐 쉬며 기분을 전환하고 싶을 때","AFTERNOON","RAIN","45","LOW","콤포타블 커피 궁정동점에서 잠시 머물며 일상의 속도를 낮추는 경험","혼잡 시간과 혼자 머무르기 좋은 좌석을 확인하세요.","#내향형 #혼자좋은 #기분전환 #비오는날 #짧은휴식","DRAFT"
"exp_jongno_188","청운효자동 주민센터북카페에서 조용한 집중","종로","pt_jongno_188","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","청운효자동 주민센터북카페에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
